txId,timestep,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,local_feature_1,local_feature_2,local_feature_3,local_feature_4,local_feature_5,local_feature_6,local_feature_7,local_feature_8,local_feature_9,local_feature_10,local_feature_11,local_feature_12,local_feature_13,local_feature_14,local_feature_15,local_feature_16,local_feature_17
2075,21,2.339554,0.007068,2.146173,1.878104,0.742849,2308.578525,0.555692,-0.233148,-0.15349,0.355038,0.32189,-0.006604,0.042426,0.42977,-0.166582,0.04014,0.154896,0.145139,0.378719,-0.342455,0.612693,-0.761977,0.285511,0.103864,-0.195888,-0.171971,0.076568,0.844074,-0.386229,-0.221381,0.081944,-0.651694,0.108226,0.322371,-0.111289,-0.01945,0.158611,-0.353711,-0.287515,-0.027047,0.336087,-0.117395,0.285925,0.635955,-0.080821,-0.290897,-0.644228,0.354947,-0.001308,0.291725,-0.028794,-0.031001,0.080457,0.100642,0.423975,-0.133118,0.069649,-0.390184,0.952874,-0.529982,0.742356,-0.550146,0.142156,-0.415481,-0.100893,-0.223145,0.49258,0.012577,0.03986,0.012693,-0.062771,-0.312869,0.087592,0.37732,0.560212,-0.553245,-0.15396,-0.092757,0.21835,-0.471326,-0.440669,-0.118322,0.075576,-0.543548,0.226889,0.094078,0.310085,-0.254507,-0.200303,-0.394844,0.158698,0.5618,0.062821,-0.259213,0.660056,0.07153,0.06617,0.564926,0.154058,-0.134744,-0.065388,0.652245,0.198214,0.148384,-0.531156,-0.258042,0.372592,0.226958,-0.00991,0.389726,0.05377,0.2438,-0.653197,-0.04201,-0.164762,0.02714,-0.197667,0.07606,0.24421,-0.001294,0.76365,0.060908,-0.182485,-0.35275,-0.294236,-0.146127,0.283274,0.410963,-0.002119,-0.082269,-0.077761,-0.189458,-0.045221,-0.034479,-0.250075,0.09326,0.39827,-0.253574,-0.898156,0.703643,0.066956,0.159369,0.237413,0.689355,0.554813,-0.060467,0.174608,0.508024,0.287695,-0.19869,-0.481963,-0.059179,0.533044,0.049055,0.315451,0.067195,0.022725,0.134587,-0.071292,0.298081,-0.046976,-0.45998,-0.34022,-0.013532,-0.637295,0.573917,0.528537,0.355305,0.115991,0.47112,-0.178346,0.895978,0.030985,0.236774,0.672958,0.552754,0.195317,0.425545,0.836478,-0.264332,-0.152757,0.103383,0.001205
2076,21,0.815239,0.010076,1.436301,0.48895,0.492175,7170.072878,0.226232,0.033792,-0.091556,-0.17205,0.267176,-0.320982,-0.171543,0.169157,0.091738,0.466779,0.103272,-0.103739,0.253623,-0.225208,0.092927,0.335036,0.136775,-0.05738,0.117632,-0.173151,0.14464,0.264389,-0.126095,-0.06788,0.141052,0.105503,0.072175,-0.260538,0.027962,-0.028854,0.239895,0.430724,0.122802,0.513218,-0.204,-0.250985,-0.108227,-0.623369,0.267197,-0.414556,-0.134852,0.142894,-0.790374,0.207406,0.08459,0.168012,-0.137513,0.3639,-0.018369,-0.258723,-0.137512,0.408244,-0.167944,0.457798,-0.220003,-0.36522,-0.099255,-0.273488,-0.335749,-0.188643,-0.190861,0.194945,-0.299815,0.023446,0.068856,0.308858,-0.571768,-0.10525,-0.430335,-0.770985,-0.438491,-0.374846,-0.200518,-0.449779,0.183132,0.24164,-0.372782,-0.05538,0.348091,0.172815,0.095035,-0.082107,0.307629,0.163637,0.471444,0.190527,0.549654,-0.306004,0.395958,0.372921,0.123592,-0.592036,-0.268903,0.332124,0.120773,0.097138,0.599729,0.266372,0.43039,0.383524,-0.221803,0.059389,-0.4072,-0.245295,-0.211751,0.039233,-0.204826,0.050802,-0.102408,0.033276,0.331268,-0.157525,-0.41928,0.040941,-0.772884,-0.12062,-0.206127,-0.088706,-0.259059,-0.142297,-0.70797,0.058423,0.499359,-0.290512,-0.53192,-0.42811,0.277867,-0.020878,-0.035428,-0.351632,0.364097,0.145107,-0.083088,0.095641,0.665269,-0.316781,0.154995,-0.155028,-0.436876,-0.644184,0.374418,-0.014572,-0.119284,-0.2958,0.163813,0.302749,-0.288423,0.701518,0.021717,-0.284663,-0.09796,-0.119206,0.319119,-0.002086,-0.477693,-0.397977,-0.221928,0.169592,0.309394,0.130561,2.340536,0.000935,0.29808,0.209437,1.295828,2.434039,0.189062,0.244743,2.010138,-0.030102,0.019115,0.028935,0.796596,0.406383,0.007243,-0.003647,0.176432
2077,21,1.977859,0.006765,3.749922,2.99287,0.586204,-2145.068541,0.549088,-0.277712,0.511236,-0.353405,0.741628,-0.247535,-0.611862,0.228523,0.030103,0.370188,-0.102125,0.053577,0.147329,0.915306,-0.898033,0.036516,0.055141,0.169713,-0.387812,-0.656874,0.076328,0.553262,0.213265,0.043396,0.17002,0.123287,0.267452,0.095364,0.283069,0.828054,0.020929,-0.354669,0.168367,0.059657,-0.308096,0.218462,0.167481,-0.045146,0.341953,0.399709,-0.265785,-0.042206,0.536374,0.083399,-0.421365,0.087002,0.198365,0.249116,0.701439,0.18379,-0.101233,0.263503,0.175348,0.383292,-0.186821,-0.009146,-0.677562,-0.348157,0.258124,0.211403,0.400411,0.478044,0.388366,-0.236493,0.047998,0.245521,0.536286,-0.0997,0.031151,-0.974865,-0.52365,0.137381,-0.140388,0.185897,-0.149196,0.114013,0.261325,-0.229543,-0.172678,0.253194,0.274686,0.602856,0.464388,0.934732,-0.022462,-0.333286,0.081746,0.177497,-0.202549,-0.158363,0.271354,0.096589,-0.05035,-0.229807,0.449664,0.481027,0.009857,-0.168052,0.486544,0.126731,-0.030456,0.348359,0.839594,-0.079671,0.025277,0.486704,-0.075067,0.373041,-0.16126,0.028528,0.470154,0.091103,0.159499,0.159108,-0.169199,-0.402978,0.099826,0.05016,-0.117923,0.05979,0.07665,0.250046,0.178976,0.503876,0.248969,-0.028902,-0.057062,0.11333,-0.219903,0.227533,-0.126938,-0.141132,0.853642,0.032323,-0.516339,-0.360929,-0.257657,0.510558,-0.141247,0.262468,0.296827,0.651995,0.321361,-0.076575,0.182286,-0.411059,0.153614,0.007335,0.072315,0.740898,0.131399,0.444094,0.338562,0.530625,0.491627,0.888298,-0.208931,0.026254,-0.013523,-0.190826,0.699774,-0.251247,0.318622,0.653116,0.075481,0.293067,-0.476088,0.05408,0.467125,0.622923,0.286276,0.81696,0.266612,0.481364,0.295684,0.106613,0.401223
2078,21,8.537911,0.006916,1.838173,2.171957,0.231932,498.325757,0.868021,-0.400483,0.555386,0.558764,0.207135,0.22217,-0.16365,0.173226,0.270361,-0.936624,0.082167,1.238898,0.402351,0.242359,0.165834,-0.485396,0.301727,0.360256,0.095423,-0.155178,0.397908,0.397097,-0.257745,0.075976,-0.16384,0.908835,0.203184,-0.236502,0.486631,0.609878,0.163245,0.706414,-0.300571,0.419226,-0.460108,-0.068844,-0.138938,0.12115,-0.093191,0.184177,0.404603,0.129305,0.314889,0.117945,0.579926,0.114077,-0.01782,-0.35405,0.367113,0.072226,0.454164,-0.859593,-0.400211,-0.010098,-0.287079,-1.286665,-0.12738,-0.377163,0.765242,-0.595289,-0.268584,0.442659,-0.319136,-0.225345,0.303915,0.458485,0.553542,-0.025329,0.186626,0.25243,-0.24599,0.024549,-0.052147,0.162503,0.106398,-0.137947,-0.309306,0.008865,0.136531,0.221359,-0.615964,0.178129,0.32096,-0.339065,-0.210505,0.212297,-0.359044,-0.07985,-0.112217,0.480357,0.807173,0.774358,0.058912,0.054496,0.370496,0.161316,0.604934,-0.307501,0.368295,-0.182257,0.33146,0.286415,0.959051,0.552604,-0.589256,0.405291,0.039226,-0.013888,0.614436,-0.400695,0.061985,-0.366203,0.336486,-0.000176,0.693209,-0.294056,-0.150406,-0.185898,0.544895,0.589224,0.258457,0.537519,0.1848,0.084247,0.670048,-0.381972,-0.031381,-0.125436,0.245933,0.532203,0.857639,0.093255,-0.239623,0.02321,-0.132569,-0.396484,-0.263518,-0.31831,-0.2634,0.115598,-0.274924,0.121124,0.070735,0.492507,0.235481,-0.008825,0.319155,-0.395796,-0.443616,0.388364,0.407944,0.265407,0.15801,0.552022,-0.564132,-0.142112,0.363052,0.926575,0.154406,-0.277749,1.055052,-0.091405,0.22393,0.170461,0.296919,0.754522,0.28361,0.708849,-0.214441,0.702277,-0.034596,0.029429,0.246762,-0.37277,0.435098,0.857514,0.190158
2079,21,6.598893,0.002856,0.559282,1.618727,0.612521,1302.451213,0.454466,-0.021197,-0.162168,0.185024,0.470336,-0.172495,0.001491,0.511429,0.356248,0.159977,-0.160587,-0.06855,0.373199,-0.113235,0.132202,0.544929,0.596039,-0.025802,0.152594,-0.030155,0.419925,-0.414988,0.131874,0.273213,0.083901,-0.086694,0.993486,-0.590873,0.530167,0.336718,0.031226,-0.2221,0.364079,0.60335,0.181232,0.164537,-0.405116,0.083237,-0.160762,-0.036577,-0.493141,-0.33858,0.13984,-0.199899,0.055688,0.376012,-0.123464,0.382298,0.08007,-0.115717,0.442147,0.059734,0.532285,0.001881,-0.34741,-0.189286,0.001615,-0.068596,-0.282154,-0.168417,0.233387,0.292321,0.11228,-0.015683,0.171118,-0.110227,-0.517322,-0.426111,0.19087,-0.083961,0.294927,0.441879,0.201582,0.21336,-0.351573,0.38402,0.163858,-0.186538,0.343233,-0.054663,-0.658792,-0.148056,0.170705,0.067372,-0.075204,-0.125076,0.030409,-0.063273,0.418488,0.140406,-0.054715,0.227223,0.023077,0.079715,-0.225848,0.290741,0.647619,0.307186,0.016248,0.406652,0.141281,0.214635,0.495465,0.064523,0.140598,0.119963,0.394748,0.078493,-0.315016,0.748903,0.271359,-0.581659,0.468526,-0.32382,0.581721,0.420377,0.267573,-0.012072,0.221711,0.532446,0.545926,0.430375,-0.170639,0.124669,0.137947,0.417916,0.745803,0.039196,0.423757,-0.063127,0.396938,0.685334,-0.01738,-0.329754,-0.467238,0.467062,-0.019272,-0.067798,0.424926,-0.002955,0.279241,-0.078108,0.255847,-0.278343,0.281332,-0.048494,-0.293224,-0.003414,0.189754,0.221418,0.233966,0.1442,0.046339,0.203902,-0.689504,0.65696,0.267225,0.099555,0.398971,-0.613416,0.340413,0.43594,0.882224,0.271342,-0.292213,-0.03507,0.204799,0.933455,0.095294,-0.578993,0.401651,0.009093,-0.348857,0.225457,0.953768,0.371699,-0.177472
2080,21,6.113954,0.007413,1.896176,3.252423,0.500576,2144.886789,0.863546,0.480531,0.031458,0.314813,0.253709,0.345096,0.225833,0.10136,0.713556,-0.004292,0.200649,-0.711453,0.116213,-0.085655,0.288067,-0.340991,-0.213229,0.131566,-0.300922,0.876549,0.03335,0.279248,0.176552,-0.050451,0.162447,-0.405694,0.704067,0.62014,-0.422692,-0.606718,0.28111,0.056586,0.142794,-0.422562,0.659626,0.17735,0.105062,0.104434,-0.05975,0.038192,-0.184536,0.338167,0.23068,0.667405,0.110996,-0.060062,0.188903,0.217958,0.584671,-0.013972,-0.106281,0.087603,0.098663,-0.032944,0.25536,0.306385,0.053071,0.244008,-0.220974,-0.2581,-0.266462,0.212601,-0.171349,-0.138743,-0.213254,0.123126,-0.080992,-0.124619,-0.193689,0.549561,0.15987,-0.268516,-0.519453,0.175869,0.381781,-0.22501,0.159884,0.109105,-0.364887,0.348561,1.137925,-0.285008,0.039745,-0.193231,0.296685,-0.437262,0.183071,0.215493,0.11404,0.143773,-0.392578,0.24001,-0.134773,-0.200134,0.132818,0.607601,0.071121,-0.081434,-0.408568,0.443854,-0.156555,-0.388456,0.282498,0.323951,-0.257052,0.355779,-0.302079,0.002498,0.172032,0.307195,0.324863,-0.430288,0.332202,0.038165,0.519576,0.109423,-0.016926,0.773712,0.1191,0.231262,0.063207,-0.139178,-0.204777,-0.185385,0.030807,0.464752,-0.473174,-0.256208,0.382303,-0.12376,-0.483016,0.36629,-0.165279,0.291941,0.041587,0.129834,-0.093441,0.475446,0.478661,-0.371018,-0.245071,-0.084043,-0.431139,0.098491,-0.194446,0.113342,0.534298,0.089174,-0.253834,0.608093,0.448802,0.000202,0.661266,-0.048129,-0.051515,0.235438,0.262803,0.190228,0.569107,-0.196494,-0.091697,0.134937,0.13603,-0.221677,0.478587,0.582365,0.30095,-0.140738,0.24007,1.098227,0.912545,1.305648,0.95068,0.93848,0.76398,0.4174,0.349132
2081,21,4.455991,0.005179,2.177101,0.442354,1.005874,1631.582923,0.418406,0.509647,0.334249,0.310939,-0.064961,-0.365594,-0.068546,-0.622219,-0.22031,0.604785,-0.358962,0.193421,0.683976,0.509116,0.192504,0.295635,-0.146875,0.11392,-0.226467,-0.215871,-0.014998,-0.116624,-0.138254,0.051335,0.616249,0.341671,-0.233918,0.301171,0.636127,0.571979,-0.09419,0.051638,-0.057392,0.135476,-0.503546,-0.505177,0.412459,0.479473,0.166022,0.21059,0.039026,0.451562,0.280985,-0.057907,0.350809,-0.400492,0.003763,-0.303811,0.302117,0.105076,0.204031,0.05361,-0.365153,0.499702,-0.112251,-0.387675,-0.468048,0.143612,0.283327,0.114924,-0.101128,0.35942,-0.091305,0.713681,0.05287,0.205321,0.474959,-0.250693,0.365993,-0.128863,0.096766,0.031675,-0.247956,-0.047295,0.796288,-0.263521,-0.731937,0.175398,0.205331,-0.199874,-0.496911,0.427923,-0.779695,0.242183,0.392747,0.458416,-0.840697,0.411036,0.06251,0.260066,0.833778,-0.232727,0.120115,0.481556,0.017312,0.44083,0.043611,-0.006133,-0.039923,-0.152424,-0.507806,0.054167,0.501203,-0.07559,-0.556533,0.33637,-0.039882,-0.356278,0.084787,0.205367,-0.569056,0.830967,0.635995,-0.502811,0.279718,-0.456388,0.353338,0.941459,0.531719,-0.18243,-0.18369,-0.23891,-0.105723,0.142863,0.412944,0.185612,0.439741,-0.473886,0.397671,0.532692,-0.029616,0.55107,0.15317,-0.28935,0.209788,-0.425585,-0.485777,0.199358,-0.614557,0.52354,-0.088099,-0.057542,0.111346,0.038657,-0.047121,0.374878,-0.130306,0.29978,0.256861,0.291301,0.393046,0.314415,0.284598,0.276862,0.353921,0.352967,-0.248407,0.091842,-0.043699,-0.44083,0.258255,0.66608,-0.127923,0.548916,-0.001946,0.345217,0.413529,-0.205962,0.582253,0.025176,-0.122442,0.662199,0.225896,0.735915,0.187338,-0.103971,-0.096452
2082,21,-0.596405,0.004391,1.016456,3.06796,0.937445,1650.037997,0.380092,0.291729,0.876705,-0.783002,-0.004385,0.138297,0.151705,0.041772,-0.180466,0.095575,0.264617,0.05647,0.44085,0.165609,0.24469,-0.067889,0.20452,-0.202824,0.687435,-0.661298,-0.030244,-0.674629,0.462259,-0.056044,-0.02014,-0.326829,-0.409885,-0.192437,0.447762,0.093708,-0.136141,0.212178,-0.285715,-1.023451,-0.612923,0.007241,-0.062178,-0.682507,0.2566,-0.485606,-0.079434,-0.48627,-0.308952,-0.010784,-0.324087,0.013166,-0.54452,0.142896,0.386408,-0.244669,0.026908,0.356714,0.237999,-0.010067,-0.867448,0.296005,-0.380586,-0.517374,-0.158769,0.269916,0.618309,0.015691,0.067702,-0.113501,-0.12828,0.023122,-0.000953,0.151614,0.170099,0.0114,0.140332,0.209455,0.398206,0.286738,-0.481446,0.149495,-0.08379,0.908565,0.300893,-0.297066,0.376815,0.900604,-0.279923,0.221827,0.665609,0.126404,0.623332,0.602046,0.272108,0.59809,0.452215,-0.076645,0.333103,-0.043119,-0.062685,-0.293128,0.321405,0.378942,0.381366,0.663153,0.211053,0.099182,0.221826,-0.288273,-0.370066,-0.685255,0.258844,0.727367,0.44226,0.779064,0.607363,0.283785,-0.17419,-0.045665,0.459054,-0.117168,0.218604,0.384366,-0.179487,-0.24191,-0.316851,-0.121233,0.043845,-0.132867,0.823128,0.179072,0.379557,0.360332,0.69411,-0.034547,-0.336347,-0.143414,0.571317,0.297074,0.04336,0.250965,-0.333761,0.44426,-0.040116,0.155931,-0.286013,0.063906,-0.169665,-0.226176,-0.044807,0.058209,-0.266307,0.041991,0.165987,-0.04534,0.461637,0.121733,-0.342451,0.390903,-0.222987,-0.227433,-0.00049,0.340794,0.161128,0.513889,0.717266,-0.500282,0.175799,0.170169,0.937121,0.914011,1.059987,0.010485,0.527117,0.10125,-0.129218,0.002991,-0.075183,0.909664,-0.534228,-0.526085,0.391542
2083,21,5.149126,0.009592,1.185129,0.687685,0.765892,4082.538298,0.751744,-0.601767,0.178862,0.352431,0.190072,-0.810663,-0.026047,0.283399,-0.323973,1.389704,0.309388,-0.187571,0.381121,-0.181256,-0.507826,-0.0892,-0.602547,0.555546,0.292761,0.0708,-0.138094,0.298635,-0.380289,0.538265,0.179593,-0.393945,-0.21498,-0.070242,0.333978,0.813116,0.063863,-0.222103,0.589855,0.221826,0.088775,-0.151477,-0.499593,-0.147422,-0.251998,-0.339461,-0.296509,0.271293,0.235334,0.058719,0.38048,-0.327898,0.146094,0.706673,-0.210825,-0.631393,0.586499,-0.359456,-0.170166,0.138306,-0.168821,-0.044677,0.413982,-0.020558,-0.148766,0.006811,0.393249,0.114126,0.386145,-0.008778,-0.074222,-0.210783,0.555836,-0.698615,0.014128,0.244078,0.088849,0.065952,-0.272612,0.406475,-0.280328,0.209709,-0.168311,0.065056,0.09922,0.543757,0.114876,-0.237705,-0.409246,-0.086165,-0.397918,0.363978,0.51765,0.37052,0.086718,0.352561,-0.240534,0.343296,0.713186,0.00333,0.057475,0.188367,0.197192,0.380571,0.737625,-0.129809,0.70536,-0.409993,-0.471884,0.584566,0.059528,-0.335828,-0.00581,-0.210777,0.333701,0.017929,-0.107156,-0.03349,-0.325672,0.990961,0.196007,0.649584,0.23488,0.105052,0.051616,0.312667,-0.481184,0.40678,0.522596,0.038032,0.185191,0.356661,-0.713557,0.266229,0.262018,-0.324525,0.058692,0.200674,-0.253682,0.483327,-0.335127,0.725098,-0.141405,-0.126663,-0.135114,0.614196,0.416733,-0.255054,-0.433693,0.361139,0.34268,-0.232456,0.396094,0.32244,-0.018157,0.135821,0.81483,0.182219,1.358493,0.14671,-0.288669,-0.266952,-0.30683,0.355565,-0.252748,-0.074326,0.685315,0.277541,0.104515,-0.12998,0.376142,-0.65194,0.168262,0.514577,-0.439286,0.615625,-0.062526,0.15242,0.649031,0.303075,1.067974,0.503672,0.377114
2084,21,1.42354,0.005641,2.104448,2.790077,0.841013,3277.411228,0.365937,0.031747,0.207539,0.038156,0.336951,0.768933,0.003136,-0.232516,0.152028,0.197894,0.60402,-0.034815,0.807777,-0.376713,0.357453,0.117854,0.284333,0.003333,-0.168049,0.348863,-0.017979,-0.155542,0.284123,-0.158356,-0.282612,-0.231222,-0.257622,0.134026,0.271368,-0.572245,0.008198,0.208673,-0.226134,-0.019235,-0.182397,-0.686686,0.013202,-0.194633,-0.031727,0.468847,-0.233037,-0.125288,-0.387941,-0.165444,-0.012118,-0.392694,-0.324053,0.123192,0.230027,-0.012563,0.01338,-0.245069,-0.42357,-0.691743,0.044749,-0.123854,0.223188,-0.371596,0.119379,-0.14304,0.111926,-0.142055,0.104171,-0.141016,-0.277677,-0.293885,0.491049,0.164108,0.170454,-0.804007,-0.250118,-0.406167,0.112361,0.353291,-0.156748,-0.051374,-0.457631,0.107947,-0.320398,0.141237,-0.030951,0.030499,-0.170196,0.191005,0.555823,-0.474806,-0.424979,0.483293,0.143826,-0.196304,0.691187,-0.000678,-0.162352,-0.556989,0.872266,0.346376,-0.152513,0.000536,-0.105047,-0.286078,0.030963,0.18608,-0.202063,-0.324729,-0.037534,-0.477155,-0.263709,0.622142,0.144036,-0.005223,-0.267966,-0.509291,-0.262527,-0.660457,0.218602,0.036272,0.325598,-0.382599,-0.017173,-0.134812,-0.111446,-0.087767,-0.193603,-0.204062,-0.586557,-0.399823,0.090231,0.362627,-0.274386,-0.22687,0.17907,-0.220983,0.219618,0.346923,0.276236,0.380963,0.429533,-0.302005,-0.191024,-0.288666,0.1781,0.02182,0.147192,0.074594,0.090788,0.380543,-0.324578,-0.168054,-0.06971,-0.191005,-0.105152,0.143126,-0.129151,-0.222287,0.072345,-0.120836,0.342432,0.042862,0.18252,-0.050192,1.224391,0.000817,0.432494,-0.028522,1.306657,2.546067,0.099169,0.213575,2.199057,0.275305,0.056897,0.097924,0.667749,0.407965,0.088591,0.029329,0.015382
2085,21,3.326712,0.00948,3.860946,4.279456,0.954753,2183.361648,0.343962,0.181549,-0.156067,0.02377,-0.428912,-0.128739,-0.230504,0.395581,0.020057,0.136112,0.883835,-0.038964,0.107795,0.402373,0.345691,0.030948,-0.240782,0.293697,-0.188176,-0.245775,-0.037107,1.028782,0.33112,0.257664,-0.056626,-0.189159,0.333667,-0.348655,-0.120399,-0.292239,-0.247192,-0.02407,-0.216187,0.031277,0.442721,0.240536,-0.339467,0.271773,0.615281,-0.180297,0.211177,-0.164737,-0.158323,-0.139962,0.754683,-0.062883,0.220183,0.456512,-0.378247,0.160284,0.241775,0.440194,0.590756,0.410799,-0.231582,-0.448413,-0.310725,0.60017,0.049238,-0.474037,0.178947,0.414345,0.641374,-0.217199,0.630608,-0.456125,-0.130761,0.586931,-0.352122,0.505492,-0.08425,0.134517,-0.000374,0.465787,0.075268,-0.066536,0.348281,-0.517276,-0.62396,0.225237,0.532631,-0.202666,-0.444363,-0.643111,0.495873,0.52444,-0.251185,-0.468155,-0.025133,0.490699,0.467598,0.41868,0.592412,0.005125,0.195184,0.907291,-0.057443,0.344061,0.155777,0.36675,0.42661,0.292291,0.484017,-0.269343,0.907557,-0.547515,0.143799,0.063433,-0.542862,0.318062,-0.111512,0.964068,-0.163352,-0.277684,0.208588,0.086558,0.537489,0.005263,0.220049,0.311615,0.188366,0.381672,-0.368562,0.357858,0.093113,-0.202055,-0.146329,0.018501,0.824266,0.045467,0.398345,0.091959,-0.228943,0.175942,-0.097281,-0.391529,0.201244,-0.444167,0.507984,-0.140505,0.170663,-0.215693,0.26916,0.074161,0.205734,0.220145,0.089467,-0.018079,0.199337,-0.228468,-0.063212,-0.219601,0.423952,-0.116392,-0.24507,0.148789,0.664131,0.458456,0.330761,0.278619,0.156513,0.270083,1.11148,0.269856,0.474367,0.759994,-0.121942,0.339398,0.547023,0.193952,-0.285668,0.564882,-0.201122,-0.051596,0.357079,-0.316734,0.140732
2086,21,7.602643,0.006082,1.7404,2.82079,0.486585,3601.672403,0.568739,0.664125,0.254795,-0.012029,-0.3608,0.565195,0.642998,-0.016962,0.015943,-0.239902,0.245677,0.122261,-0.2979,0.167557,0.464984,-0.546955,-0.130007,-0.379855,-0.066598,0.612592,0.449092,-0.207526,0.024056,0.06052,0.805255,-0.023596,0.164465,-0.501999,-0.670519,0.010778,-0.05279,-0.265223,0.312804,-0.318304,-0.084971,0.45825,0.067493,-0.481073,0.771848,0.106361,0.42625,0.139037,0.169313,0.196448,-0.17875,-0.326086,0.106835,0.154569,0.418154,-0.08205,0.269208,0.588592,0.165896,-0.382076,-0.168362,0.299601,0.19962,-0.001374,0.005766,0.191884,0.060081,-0.223501,-0.605722,0.027152,-0.211213,-0.55349,0.264992,0.094769,-0.05387,-0.459196,-0.835584,-0.007765,0.090928,0.4772,0.307495,0.262764,0.305064,-0.397375,-0.210095,-0.537999,0.134008,0.294409,-0.355713,-0.212552,-0.428835,0.000708,0.259617,-0.198039,0.383351,-0.183058,-0.250592,0.417343,0.252827,-0.178972,0.433824,-0.202561,0.327307,-0.210975,0.249952,0.308881,0.076432,0.201624,0.048922,0.012531,-0.412601,0.460639,0.487683,-0.25064,0.478449,-0.361173,0.706602,-0.104414,0.188163,0.275975,0.101529,0.620974,-0.220947,-0.334783,-0.478454,0.175257,1.206834,0.49776,-0.230283,0.192794,-0.726889,-0.149492,0.562376,0.065661,0.300445,-0.626503,0.07461,-0.39118,0.327767,0.122555,0.083969,0.453014,-0.486842,0.691416,0.240655,0.739174,-0.215321,0.452612,-0.039067,0.268994,0.227631,0.460562,0.172208,-0.563812,0.621478,0.192162,-0.038817,0.280488,-0.23816,0.197932,-0.275912,0.011962,0.336605,0.285582,-0.08875,0.190393,0.118738,0.766983,0.269769,0.310002,1.031242,0.364908,0.132248,0.211993,0.80099,0.302289,0.729872,0.201866,-0.070958,0.021956,0.248904,0.323774,0.250974
2087,21,7.445671,-0.00507,1.199921,2.319136,0.919699,978.179241,0.229959,-0.062448,0.342134,0.254961,0.07417,-0.084522,-0.024067,0.117476,-0.151061,0.317617,0.298189,0.460603,-0.120641,0.554565,-0.045741,0.180483,0.038309,0.062582,-0.518309,0.10044,0.385286,-0.218776,0.534286,-0.417912,0.732024,0.191877,-0.026064,0.135684,-0.293427,-0.293848,-0.380803,0.780112,-0.484099,0.490959,0.478835,-0.113468,0.082847,0.187921,0.145329,-0.706017,-0.196441,-0.21717,-0.425573,-0.342071,-0.142252,0.099092,-0.531549,-0.315769,-0.089686,0.001845,0.677283,-0.491469,0.402973,0.469234,0.550774,0.78955,0.053485,0.022454,0.639143,-0.073097,-0.363521,-0.288068,-0.119083,0.364923,0.224445,0.149487,0.527377,0.128358,-0.06298,0.52639,-0.120164,0.110929,-0.294019,-0.654764,0.047691,-0.4577,0.100279,0.652029,0.009104,-0.005015,0.255111,-0.567275,0.285559,0.799625,-0.580367,0.060298,-0.115861,0.162382,-0.448586,0.349573,0.000478,0.417384,0.201832,-0.745816,0.125745,0.115779,-0.222227,-0.316436,-0.218094,0.132479,-0.163308,-0.017345,-0.267744,-0.06687,0.362358,0.40803,0.443767,-0.057592,0.25012,0.771351,0.232326,-0.513704,-0.076898,0.144042,-0.23106,0.293727,-0.041667,0.516737,-0.34671,-0.007816,-0.075886,0.138088,0.377725,-0.047551,0.274901,0.411919,0.205988,-0.078926,-0.087821,-0.007406,0.485142,0.249039,0.223201,-0.432537,0.124923,0.112762,-0.171612,0.061006,0.152301,0.578465,-0.373744,0.48026,-0.242977,0.266773,0.205697,0.31375,-0.167325,0.187914,-0.073208,0.39868,0.374469,-0.233471,-0.482611,-0.160109,-0.236872,-0.162772,0.074567,0.193251,0.301019,0.135391,0.266509,0.155805,0.464686,0.147065,0.683453,0.090694,0.397951,0.392527,-0.599886,0.427922,-0.017955,-0.372891,-0.132526,0.017942,0.173487,0.726485,0.107039
