txId,from_wallet,to_wallet,amount_btc,timestamp
1327,1aish8o4qBwWJCLN,1jVEEF9aaHDS2Xju,2.45110572,2019-04-02T11:20:00Z
1328,1DNgwGvVTzNpDGop,1zHdtY5BbP1Ydp4P,13.54561206,2019-04-09T05:24:00Z
1329,1LroL5DaYgBum5fR,3bBqbQivvMVbDbZj,4.39990582,2019-04-09T15:24:00Z
1330,1a21yySbuwDuB3ks,1uVhtcCtafuHSion,1.65799987,2019-04-09T13:56:00Z
1331,1Nr6EZU6J1jaExxP,1wy5J2qUhmGY88jm,6.64110037,2019-04-09T15:22:00Z
1332,1sdn3PZWak3MKjxE,1C7CVivZBxG9sRpZ,0.98685992,2019-04-09T03:01:00Z
1333,1HSG21KF9DsV9h8v,1ccgdQXiLLrhQ2QH,4.10338448,2019-04-09T19:20:00Z
1334,1Ywg7Q775xiv9GrR,15xv1QXa549BPLQB,14.5442434,2019-04-09T05:05:00Z
1335,14pdSn19wptXxmSw,1Hn6EhDddRt6TuDW,2.20255888,2019-04-09T04:07:00Z
1336,1sq9w7hH5aJBpW63,18YLNiWgsug4AxXb,4.33755334,2019-04-09T00:25:00Z
1337,1uCWBqgYzZiaDAZP,1dBnZM2ZKr3V44Li,2.59370768,2019-04-09T08:50:00Z
1338,1ccgdQXiLLrhQ2QH,1iQanud375u25sc9,2.12710688,2019-04-09T10:18:00Z
1339,18YLNiWgsug4AxXb,19T21f7VpjFJCyHi,6.81216544,2019-04-09T15:01:00Z
1340,1MQnLDQJBZU1p4Tt,1Snda2Tdx776g9jV,3.29524863,2019-04-09T22:10:00Z
1341,1meGAB6rHQVuvab9,1Nr6EZU6J1jaExxP,3.1616831,2019-04-09T22:31:00Z
1342,1R4s3ahHxYNoLUrc,1hnHy81d6mhKtPwf,0.83369621,2019-04-09T23:46:00Z
1343,1BWFUE95QLowe2NQ,11BXeo4xAVEdmfkD,3.4962479,2019-04-09T06:10:00Z
1344,1bMrs8HxrWzH491H,1Eym1qWeXf6gGZHK,3.40980324,2019-04-09T13:22:00Z
1345,1JwrHM2qHoXKX53t,1jSVeL2ib1WtFDDE,2.23727261,2019-04-09T01:36:00Z
1346,1npjBuCQ8DHY1vGP,18Pwu5LG5mY6GwN9,1.94985562,2019-04-09T23:59:00Z
1347,1G8LKvkxhhJegZN4,13B2Q2Eg3888BFJv,8.10267797,2019-04-09T16:42:00Z
1348,1K7eheH3GX8RU456,1cX4L5iqM3YVuBLG,4.2568564,2019-04-09T21:33:00Z
1349,1FvEuPX26fgowXFR,1TGvPHyhPH9E8NoN,9.65344072,2019-04-09T08:01:00Z
1350,1dBnZM2ZKr3V44Li,1h9mEfenzJbW4gNk,2.13735568,2019-04-09T11:14:00Z
1351,1F96QJxaM4UdvE9t,1L6ouHa3L2kuuBmY,12.74850605,2019-04-09T15:21:00Z
1352,11YDkk59nLowFrWC,1YRiDhGvwuLrmoBE,11.98879542,2019-04-09T14:06:00Z
1353,122WkN2Fz9mA3hfE,11YtRTFn1oSL3zXR,6.4706759,2019-04-09T08:03:00Z
1354,1x3oJrxeU5vzaB1i,3TwobS8w1RnXNQzC,14.85812343,2019-04-09T18:31:00Z
1355,1G8LKvkxhhJegZN4,1UH8DBVPdF4Sm5Hh,13.88989357,2019-04-09T23:27:00Z
1356,1wmitYd7XE38T2n5,3yPiVMh5dp8KPR9t,4.56057106,2019-04-09T17:55:00Z
1357,1meGAB6rHQVuvab9,1yCEH1ZvzKth2QMM,14.95816907,2019-04-09T00:25:00Z
1358,1LXdKPV49UPsP3Mc,1DT5XE2pRiJmX718,11.7076605,2019-04-09T00:35:00Z
1359,1Z23NF2em6mRjZK2,1MhamiF8tbDweUvM,4.72409197,2019-04-09T17:37:00Z
1360,1w4DDT88jkdvqU1H,1hnHy81d6mhKtPwf,10.26373617,2019-04-09T05:40:00Z
1361,1A7T9uTCK7vccwGq,1aAHuEHLbe7DE9jy,3.33556337,2019-04-09T11:27:00Z
1362,1iQanud375u25sc9,1WK83Xqamhw4HmCY,14.77376102,2019-04-09T16:44:00Z
1363,11YDkk59nLowFrWC,1QBKaXJNEFgNPPdB,8.69977206,2019-04-09T14:49:00Z
1364,1wXB1erZ6bdzRkrJ,1Fjwin5jGN8SXmxs,7.32486817,2019-04-09T21:24:00Z
1365,15JYDqiNtGUaXU8P,1NBG1wdMMmkw2pSD,5.85901429,2019-04-09T21:08:00Z
1366,1ZLVtyB12dfemPpP,1zHdtY5BbP1Ydp4P,6.63788257,2019-04-09T11:31:00Z
1367,1MNWx7D4QRUUiG1c,3M239b5DEVh1NKFV,0.40917985,2019-04-09T18:47:00Z
1368,1KC4r3w6aUHF814W,1zse6LEoB2KxQDx4,45.56263221,2019-04-09T02:04:00Z
1369,1mA26temRswXwWt5,1oszo1mWfFFYjxzp,3.98325063,2019-04-09T20:28:00Z
1370,1eBUMG9wz5BKbkx4,1mTZ2KCk9vkDkx9m,11.89800066,2019-04-09T04:30:00Z
1371,1wayVneJ4gbnmY94,13ScvgbDy3vhBYap,4.68489971,2019-04-09T09:57:00Z
1372,1CxxWTdSD4DWGoAn,1PfW4rmw4VwCruo4,8.37320354,2019-04-09T06:02:00Z
1373,1GBqzXwG9BkMXDFf,1myL39jpsGfXAaRH,0.5707573,2019-04-09T17:35:00Z
1374,1vRZaJXjEa43zPgG,3fEw71S93wM8AFCq,45.6701804,2019-04-09T22:29:00Z
1375,1SvBuqRbpsFXezAx,1K5tPoKFBRutRkmN,3.16867619,2019-04-09T22:48:00Z
1376,1vPzykFZ81JA7fEP,16wAiLkpMMuJMaY5,13.19694661,2019-04-09T00:24:00Z
1377,1NQ5KzpBCyTRmYeU,13Pae9eivfoz8oAv,5.94728741,2019-04-09T03:16:00Z
1378,1NtyM4w2eJYmcELe,1P5LZ9pox9y37PvG,6.20453882,2019-04-09T03:23:00Z
1379,1bYmgRkXfXFc6ceB,1UH8DBVPdF4Sm5Hh,2.84523938,2019-04-09T07:28:00Z
1380,1BWFUE95QLowe2NQ,1Ep6D28bJwQ9fhu2,2.59213981,2019-04-09T09:02:00Z
1381,1wU5UrH5NZ3FH341,1NtyM4w2eJYmcELe,9.09431118,2019-04-09T23:43:00Z
1382,176ruzWkbVip1SUr,1DEtNbkeByLEKrEN,0.91037523,2019-04-09T09:26:00Z
1383,176RurrR4vviP3HT,1FFd83RpS3DcMbX3,5.30539042,2019-04-09T19:40:00Z
1384,1FQBNMGgntQKst2f,18a2q1L9WCa1KKkT,4.61535093,2019-04-09T10:22:00Z
1385,1cc6EmB89iTQH8C3,1w4DDT88jkdvqU1H,10.53968544,2019-04-09T19:53:00Z
1386,1QT8cjg3w3EyiYcs,3Cy58imRd5rntwwS,15.31450101,2019-04-09T14:11:00Z
1387,1rQ6aDz23A2Wp9xk,1VECp2Uvcq4JEsEv,3.47910393,2019-04-09T00:30:00Z
1388,1Cm493HpDrKek14f,1ACuhLy6uHKKpNH9,4.91008799,2019-04-09T05:41:00Z
1389,1h9mEfenzJbW4gNk,1rTuDkQxjRckeCCs,12.92691492,2019-04-09T17:51:00Z
1390,188wH6iE31SEdx9j,31nV2DrVWAFeyqYT,7.77338479,2019-04-09T21:01:00Z
1391,1RJ5vK1m5XkFXC4p,1bMrs8HxrWzH491H,3.28624407,2019-04-09T21:25:00Z
1392,1W1z6QA3tiZwBVWm,1umVrfVRkm1kAPC2,8.95416415,2019-04-09T20:40:00Z
1393,1RLBV7h2XHH7fnof,1jSVeL2ib1WtFDDE,2.46788189,2019-04-09T15:03:00Z
1394,1b66vZr5A7ByxDCX,1PUBGf1cD2nJm8PN,3.94087241,2019-04-09T18:04:00Z
1395,1heufH2Pg3iNawBs,1UcQanrs8E9bF3fU,0.22954927,2019-04-09T07:27:00Z
1396,15Ha2CawZG7cHxRA,1rTuDkQxjRckeCCs,0.01326491,2019-04-09T22:02:00Z
1397,1WK83Xqamhw4HmCY,31u2kj2PUBoHKUe6,3.9766469,2019-04-09T07:22:00Z
1398,1JRtUG5Lb9TR5ftT,1x3oJrxeU5vzaB1i,0.62102045,2019-04-09T01:33:00Z
1399,13wQdZHUzQQMBPQa,1G75HiEeJBQkDsS8,5.34110236,2019-04-09T17:52:00Z
1400,1PUBGf1cD2nJm8PN,1a2LgFdh5Fpt4KCF,13.43770634,2019-04-09T19:45:00Z
1401,1Snda2Tdx776g9jV,3bT1sZ43sAMEmTAs,0.28493641,2019-04-09T02:10:00Z
1402,1qVtaChQVzoQPqUC,1b6KPEtESCymyBS1,0.72286373,2019-04-09T11:05:00Z
1403,1Rbpeq3vVvvgJjUo,1cX4L5iqM3YVuBLG,6.79120402,2019-04-09T15:24:00Z
1404,1f2nkejfSgUYoEPm,1h9mEfenzJbW4gNk,0.48255977,2019-04-09T05:03:00Z
1405,1TmvfsTenGCM6p5i,1Uhd4wi7qyD77d5D,10.08183087,2019-04-09T04:04:00Z
1406,1PCqRRY5NvPrpdLc,176ruzWkbVip1SUr,6.54521538,2019-04-09T05:37:00Z
1407,1NBG1wdMMmkw2pSD,3JNGSpTz4CW5hTzG,0.76222188,2019-04-09T05:38:00Z
1408,1ooHQ9QPxgLWb4yK,3wyLJFqFLkmqeTeH,5.2330023,2019-04-09T08:14:00Z
1409,1C1c9NfjmUH4i56s,1PfW4rmw4VwCruo4,3.17853438,2019-04-09T03:01:00Z
1410,1ATbkij2UzPu93eY,1CiKTHZmnrv53NdE,9.17043944,2019-04-09T05:15:00Z
1411,1wqoMruVZjrAqRw2,1uCzs2DS7L4tawtB,8.41662426,2019-04-09T16:40:00Z
1412,1X8REorWWbZsKkTP,188wH6iE31SEdx9j,0.48054221,2019-04-09T18:17:00Z
1413,1SVP4oHqRKN4e6DR,1RLBV7h2XHH7fnof,4.67490924,2019-04-09T20:22:00Z
1414,1ENtKQwCYB1gQwwR,1mA26temRswXwWt5,13.99927513,2019-04-09T16:23:00Z
1415,1zBxZBxG5FA8wyHv,1cc6EmB89iTQH8C3,6.65930297,2019-04-09T03:14:00Z
1416,1d8edzTH8oYWX94B,188wH6iE31SEdx9j,12.55686051,2019-04-09T14:22:00Z
1417,1UQRKVhaaiBykuHQ,15Ha2CawZG7cHxRA,2.89682264,2019-04-09T06:59:00Z
1418,1yCEH1ZvzKth2QMM,1BxVvVSPBAfjHad1,4.32325177,2019-04-09T22:54:00Z
1419,17PXXmDZ8EYKP5DJ,1beG3gmDh2nieyPH,10.45595587,2019-04-09T01:47:00Z
1420,1ZCxARPJNAYEpALP,1PA3SuhtCjMMNEQV,7.31299285,2019-04-09T02:56:00Z
1421,1h9mEfenzJbW4gNk,17ajhF2m1FhKhpUJ,3.05127938,2019-04-09T17:54:00Z
1422,1hmDDQnZd3fwKFds,1meGAB6rHQVuvab9,12.63866481,2019-04-09T16:44:00Z
1423,1qczkoAMQzbTPCNY,1tQGNHthD2YaTMxB,12.17032691,2019-04-09T17:00:00Z
1424,1GBqzXwG9BkMXDFf,1t5yy1psMdPdo33v,4.72487861,2019-04-09T03:45:00Z
1425,1bYmgRkXfXFc6ceB,1dpaZX5GrgB1QB28,13.28483501,2019-04-09T16:01:00Z
1426,1Vb3yoA1UuHwoAGS,1MPX9humnLRCZmdo,2.82633974,2019-04-09T07:55:00Z
1427,14Jd4ekZxoBJR4vJ,19ZQn5nvoG39PhES,1.28499797,2019-04-09T07:20:00Z
1428,1JAy28H4PHXK5XsQ,1QBKaXJNEFgNPPdB,12.29145314,2019-04-09T20:31:00Z
1429,17mpLDmL5RLB7QqP,1xiYe9aH2odBg91N,0.90987386,2019-04-09T15:20:00Z
1430,1vZyLz5AuLBMgk8a,1UH8DBVPdF4Sm5Hh,9.92106833,2019-04-16T09:37:00Z
1431,1o6GH2muzvc7HAaY,1H9EzdacNFBExDbt,14.8897106,2019-04-16T07:06:00Z
1432,1PobkGAcsDthod5q,1TmvfsTenGCM6p5i,2.60585711,2019-04-16T08:52:00Z
1433,1f1KVJ1HD7WNNpqY,3bBqbQivvMVbDbZj,4.55876872,2019-04-16T21:22:00Z
1434,148GPMKH7QD8tYb7,1DT5XE2pRiJmX718,4.4936314,2019-04-16T07:43:00Z
1435,1V25NM2bkpKdxp4K,1wqoMruVZjrAqRw2,5.07010847,2019-04-16T01:52:00Z
1436,1hmDDQnZd3fwKFds,14ArkDK15E15KjBS,8.22164813,2019-04-16T21:50:00Z
1437,1N1GanX4r3fBWAZQ,1td6fZydavhWrvD8,12.37177024,2019-04-16T15:46:00Z
1438,176bFA8cpA43nK9s,13UkDZHj8FgGUDxb,8.06049922,2019-04-16T10:38:00Z
1439,1sFptmjCiyXHK7hD,1ZY37tAH9aZ1ogBx,5.04123388,2019-04-16T08:02:00Z
1440,1dBnZM2ZKr3V44Li,1td6fZydavhWrvD8,11.94073143,2019-04-16T06:45:00Z
1441,1PeQ5DWwDRyaFsUH,1qoBFvYFCweu3FUZ,11.74775746,2019-04-16T21:52:00Z
1442,12L3GGbNeTTeMwrz,1mu4unH7AU6TwDq5,5.29851799,2019-04-16T16:55:00Z
1443,1syBc5NTtNmk4btw,1TmvfsTenGCM6p5i,2.60564428,2019-04-16T00:57:00Z
1444,1ZLAAeNAZfir9wS4,1ry7u31iLPgEqmDF,13.3176116,2019-04-16T09:07:00Z
1445,1jVEEF9aaHDS2Xju,3Y8vT7ASAd4qeB7t,0.26793017,2019-04-16T01:50:00Z
1446,1A7T9uTCK7vccwGq,3AZSyahATYfVAd1i,2.34806143,2019-04-16T00:37:00Z
1447,1Ep6D28bJwQ9fhu2,1DorH1thto4NDxNT,10.78951097,2019-04-16T06:13:00Z
1448,1C1c9NfjmUH4i56s,12icaPSgNgN28QDh,11.57649675,2019-04-16T14:39:00Z
1449,1WTUN6uCaG87dfRb,1SVP4oHqRKN4e6DR,0.16319992,2019-04-16T03:56:00Z
1450,1DT5XE2pRiJmX718,3JNGSpTz4CW5hTzG,3.38316493,2019-04-16T22:41:00Z
1451,15JYDqiNtGUaXU8P,11YtRTFn1oSL3zXR,8.89731379,2019-04-16T18:25:00Z
1452,1Eym1qWeXf6gGZHK,1td6fZydavhWrvD8,6.02778302,2019-04-16T12:12:00Z
1453,12icaPSgNgN28QDh,1hzugAi4qWHZLX4b,3.67508359,2019-04-16T09:24:00Z
1454,1vCG6VDUZY5CiWk7,1P5LZ9pox9y37PvG,9.77037356,2019-04-16T08:11:00Z
1455,1xiYe9aH2odBg91N,1BxVvVSPBAfjHad1,0.94078206,2019-04-16T12:42:00Z
1456,1WNtMDRb4yNLn2nC,1N8wjBELrLKHbMA1,2.84261565,2019-04-16T20:35:00Z
1457,18YLNiWgsug4AxXb,1NBG1wdMMmkw2pSD,3.24624666,2019-04-16T05:52:00Z
1458,1XCTbHaM3HV8uAPU,3JNGSpTz4CW5hTzG,4.83799289,2019-04-16T04:33:00Z
1459,1PeQ5DWwDRyaFsUH,1aish8o4qBwWJCLN,1.83779593,2019-04-16T20:16:00Z
1460,1rywYxiEGmh1J5gg,1Ep6D28bJwQ9fhu2,3.36442577,2019-04-16T01:21:00Z
1461,1AfUZmao8Q8K5CcP,1JB1hxGJQBRG5eVF,3.42555543,2019-04-16T16:23:00Z
1462,1Xy8nHgM47i6FHQP,1XkuXBH7JyiCRNsp,6.2717879,2019-04-16T03:44:00Z
1463,18a2q1L9WCa1KKkT,18a2q1L9WCa1KKkT,6.20942613,2019-04-16T01:14:00Z
1464,1duDD76PYqtoyNfz,12tu3yoXAs5xf7FE,12.99480337,2019-04-16T06:15:00Z
1465,1mA26temRswXwWt5,1UcQanrs8E9bF3fU,12.89773621,2019-04-16T09:34:00Z
1466,19jB7F5cM6eDJD96,1sMgDEqyNy2LKtHw,10.74933114,2019-04-16T01:37:00Z
1467,1BUmY8YHKCgu6N79,12HFq7AZAMcJEnpD,9.5561909,2019-04-16T10:57:00Z
1468,1HBKfmTTYMUrgxu8,1e7gsNXXM9ivDr2z,34.90250199,2019-04-16T07:06:00Z
1469,12icaPSgNgN28QDh,18rd9ES2jc2qTb7b,14.5780265,2019-04-16T14:20:00Z
1470,1zeLqQ8Jxj2vY36x,1wXzsg6aDRTfyCpn,0.62527017,2019-04-16T19:22:00Z
1471,1cvbrWWvoinEVJD3,1iwb3CgmtuUXfwnW,1.93708542,2019-04-16T11:18:00Z
1472,1wA9JQv5bBoHTNkX,3JNGSpTz4CW5hTzG,2.64604298,2019-04-16T08:49:00Z
1473,1PUBGf1cD2nJm8PN,1sXKD77J9MWK6vBR,2.5211968,2019-04-16T21:53:00Z
1474,1DT5XE2pRiJmX718,1NLyx6613EJJh4si,3.29537338,2019-04-16T05:46:00Z
1475,176RurrR4vviP3HT,1L6ouHa3L2kuuBmY,12.31231649,2019-04-16T01:27:00Z
1476,1a21yySbuwDuB3ks,1m9P6QGeT5XApSjF,5.3957637,2019-04-16T23:45:00Z
1477,1P2hrV8V5G8xNiob,1FCwKXNELWCLUa7F,4.29677492,2019-04-16T03:05:00Z
1478,1BUmY8YHKCgu6N79,1dpaZX5GrgB1QB28,0.43302829,2019-04-16T06:08:00Z
1479,1WvHL67VhRpPce2m,1ceWLubskVDrfKnA,33.82704634,2019-04-16T09:32:00Z
1480,1MFfMcX78QkPgPkH,1DmWR8LTWHCE4mJa,3.05849059,2019-04-16T13:14:00Z
1481,1npjBuCQ8DHY1vGP,1R4s3ahHxYNoLUrc,12.13822104,2019-04-16T22:16:00Z
1482,1N8wjBELrLKHbMA1,1wGEGMDFxPNkzVNo,14.27772564,2019-04-16T11:00:00Z
1483,1DT5XE2pRiJmX718,13wQdZHUzQQMBPQa,9.04535818,2019-04-16T09:49:00Z
1484,17jKMwUrLoqVr6HG,1wUaHVe7NRc8Xoa9,13.74500563,2019-04-16T08:48:00Z
1485,1W1z6QA3tiZwBVWm,1vCG6VDUZY5CiWk7,2.13646988,2019-04-16T05:50:00Z
1486,1Dnotr7p62Z9h1yv,1sPNuStJDpGtFncE,8.25658842,2019-04-16T13:06:00Z
1487,1TxPGdCGUmsBP2ew,1JB1hxGJQBRG5eVF,6.74296114,2019-04-16T02:19:00Z
1488,1C7CVivZBxG9sRpZ,1jSNxV48v1Z1p2ux,6.61165386,2019-04-16T05:31:00Z
1489,1RJ5vK1m5XkFXC4p,1E63uVpmLe4AMj6V,0.20984166,2019-04-16T14:11:00Z
1490,1LXdKPV49UPsP3Mc,1G8LKvkxhhJegZN4,3.92261021,2019-04-16T00:02:00Z
1491,15NBVGLtZxFXPYNJ,1ZDwWzY9axKu7AJL,7.54349161,2019-04-16T08:01:00Z
1492,1F6WecCRkeQ7hcPK,31u2kj2PUBoHKUe6,0.36983665,2019-04-16T18:19:00Z
1493,1Lq6JbQon9FD4mXf,17jC1Ei7B2LYpRju,3.97851244,2019-04-16T10:03:00Z
1494,1GgUk1pE2xYWkEp1,1b6KPEtESCymyBS1,4.761396,2019-04-16T10:32:00Z
1495,13JKYzr7aCwCAYiy,1zBxZBxG5FA8wyHv,4.09505771,2019-04-16T11:39:00Z
1496,1Dnotr7p62Z9h1yv,1a2LgFdh5Fpt4KCF,11.26197904,2019-04-16T13:37:00Z
1497,1vCG6VDUZY5CiWk7,1493T4n79LvMHtLx,13.26856829,2019-04-16T18:06:00Z
1498,1vMRWSipQWE9JQGM,1KuoQAUCvpfgWZ11,14.20132482,2019-04-16T07:46:00Z
1499,12icaPSgNgN28QDh,1xAP8fcDtF8bC1iz,0.70859389,2019-04-16T10:15:00Z
1500,1s4DKiNkzLNKvebH,1fXRWFQkodYaJSn4,3.20973021,2019-04-16T17:24:00Z
1501,1zeLqQ8Jxj2vY36x,1ZLVtyB12dfemPpP,14.29602726,2019-04-16T14:12:00Z
1502,1UcQanrs8E9bF3fU,1P2hrV8V5G8xNiob,0.22032461,2019-04-16T21:34:00Z
1503,1FFd83RpS3DcMbX3,1VE4TNuRzEnLZSHa,11.31033693,2019-04-16T01:36:00Z
1504,1LroL5DaYgBum5fR,1sNZy4memEAoMyeB,2.18123617,2019-04-16T14:25:00Z
1505,1sQnDPLJ6nx1gzYK,1trNjrZ7qc9pAyJg,11.8914601,2019-04-16T20:19:00Z
1506,1sXKD77J9MWK6vBR,1SbyfAq3RdMgwkLF,8.87902485,2019-04-16T05:16:00Z
1507,12bchPVYsFo4gYGV,1AqzYMpNCWPVnXcB,1.51296323,2019-04-16T21:43:00Z
1508,1piv4LTXoueAARJY,15gKsnk9tjXMzGKy,39.32340199,2019-04-16T21:03:00Z
1509,1yTE3Q7kRdzyuaA9,12HFq7AZAMcJEnpD,10.70291398,2019-04-16T02:36:00Z
1510,1iABwSrL7rbezk5N,14ArkDK15E15KjBS,5.58093763,2019-04-16T12:23:00Z
1511,1TGvPHyhPH9E8NoN,1PobkGAcsDthod5q,12.90139957,2019-04-16T11:48:00Z
1512,1vPzykFZ81JA7fEP,16fqu7hnqB6r2Qr8,8.13746821,2019-04-16T21:00:00Z
1513,1zeLqQ8Jxj2vY36x,1uG6H4dHadXmE2Qy,1.21079179,2019-04-16T19:27:00Z
1514,1PeQ5DWwDRyaFsUH,1zo6VADjfWFtx3d1,6.40413406,2019-04-16T15:36:00Z
1515,1KpZXFFbQHyshdBR,1LXdKPV49UPsP3Mc,12.92894842,2019-04-16T21:07:00Z
1516,18Pwu5LG5mY6GwN9,1WNtMDRb4yNLn2nC,13.44072413,2019-04-16T14:45:00Z
1517,1YkHxsb1CniMTbv7,1JAy28H4PHXK5XsQ,0.21310948,2019-04-16T05:25:00Z
1518,1SQnqQj79iddvkqJ,1wayVneJ4gbnmY94,19.83773529,2019-04-16T03:58:00Z
1519,1ESLD8zxDkmFhWpj,194bpAfnGGE5D119,11.85939756,2019-04-16T03:16:00Z
1520,1vCG6VDUZY5CiWk7,1td6fZydavhWrvD8,5.06051556,2019-04-16T01:20:00Z
1521,1YTKJrW55hcdQmNJ,1AqzYMpNCWPVnXcB,8.88863817,2019-04-16T06:57:00Z
1522,1G8LrcvWxHvwBNPr,1QJkexwJrAv7AeMS,14.51958584,2019-04-16T08:23:00Z
1523,1BEmM3Ddv4o9jY9f,1Xy8nHgM47i6FHQP,9.45507894,2019-04-16T18:59:00Z
1524,1BtvsdcRTNNxrZUb,18oo53hohSLkGFP9,14.43293171,2019-04-16T00:27:00Z
1525,1VECp2Uvcq4JEsEv,3yPiVMh5dp8KPR9t,4.10949964,2019-04-16T07:29:00Z
1526,1Nr6EZU6J1jaExxP,16vgu1XxbXQedo5J,3.097496,2019-04-16T19:17:00Z
1527,1oS85NnHsY7UabsF,19GRgUUEQCUDKfgA,1.16642194,2019-04-16T07:48:00Z
1528,1h7Tn2rAKZpPs85i,1dBnZM2ZKr3V44Li,4.08569127,2019-04-16T05:27:00Z
1529,1rgNxjB9oN2TJDev,1TGvPHyhPH9E8NoN,14.54063581,2019-04-16T15:46:00Z
1530,1vPzykFZ81JA7fEP,1sXKD77J9MWK6vBR,14.063736,2019-04-16T01:19:00Z
1531,1SvBuqRbpsFXezAx,1pVwey2KMhHHn8y1,10.19215197,2019-04-16T08:08:00Z
1532,1y5g9KS8dGm9MDKE,122WkN2Fz9mA3hfE,1.92108111,2019-04-23T01:54:00Z
1533,1tdNQa5ePjjY9dMK,1myL39jpsGfXAaRH,5.63853954,2019-04-23T10:07:00Z
1534,1dpaZX5GrgB1QB28,1aAHuEHLbe7DE9jy,0.2086446,2019-04-23T04:21:00Z
1535,1LGF8yTTgxqEp3mX,1GgUk1pE2xYWkEp1,4.13651126,2019-04-23T03:31:00Z
1536,1KB4sdPTyNYb4jRK,11CxF3hJ67djH9EQ,13.91194872,2019-04-23T19:42:00Z
1537,1ccgdQXiLLrhQ2QH,1tFUrLP6Vv7RWdva,2.5387395,2019-04-23T00:59:00Z
1538,1493T4n79LvMHtLx,1syBc5NTtNmk4btw,0.40711929,2019-04-23T09:48:00Z
1539,1heufH2Pg3iNawBs,1rQ6aDz23A2Wp9xk,8.52043564,2019-04-23T00:39:00Z
1540,1LroL5DaYgBum5fR,1h7Tn2rAKZpPs85i,10.59821233,2019-04-23T07:43:00Z
1541,1VhigAMVPspqh7MT,1PCqRRY5NvPrpdLc,8.20727452,2019-04-23T12:05:00Z
1542,1ZCxARPJNAYEpALP,3fEw71S93wM8AFCq,0.18778969,2019-04-23T06:44:00Z
1543,1td6fZydavhWrvD8,19T21f7VpjFJCyHi,11.31436655,2019-04-23T04:15:00Z
1544,1DUQpGNY5yCNs7U3,1a21yySbuwDuB3ks,8.65532001,2019-04-23T23:11:00Z
1545,1nXyxT2sQtKh3M2i,1yYJVJBhH82bZLsu,24.87044578,2019-04-23T10:43:00Z
1546,12L3GGbNeTTeMwrz,1NtyM4w2eJYmcELe,7.58428068,2019-04-23T20:46:00Z
1547,1ATbkij2UzPu93eY,1SPqMv4kPCPf6Mfn,9.73973256,2019-04-23T01:11:00Z
1548,188wH6iE31SEdx9j,17bvDWXiiiZPd1Tx,1.27832857,2019-04-23T12:49:00Z
1549,1XL17xz8K629NxW2,14Jd4ekZxoBJR4vJ,12.12793105,2019-04-23T20:57:00Z
1550,11CxF3hJ67djH9EQ,1iABwSrL7rbezk5N,1.89215173,2019-04-23T15:03:00Z
1551,14UGXj9yALWG5945,13Pae9eivfoz8oAv,8.21039489,2019-04-23T10:09:00Z
1552,1Rbpeq3vVvvgJjUo,17bvDWXiiiZPd1Tx,7.29325825,2019-04-23T07:08:00Z
1553,1rgNxjB9oN2TJDev,1XTXyNWwC6qJPofe,8.73030351,2019-04-23T18:11:00Z
1554,1pboE89Tw179ao8E,13V81CAdqreV7Zgv,4.08644091,2019-04-23T00:35:00Z
1555,1rxtaX3BLLRUwH2P,1KG3E9XzsSQhjUqw,4.04864129,2019-04-23T14:08:00Z
1556,1t5yy1psMdPdo33v,1wUaHVe7NRc8Xoa9,1.49650675,2019-04-23T00:34:00Z
1557,1pboE89Tw179ao8E,1BEmM3Ddv4o9jY9f,7.80444167,2019-04-23T20:28:00Z
1558,1npjBuCQ8DHY1vGP,1FCwKXNELWCLUa7F,3.4951358,2019-04-23T04:22:00Z
1559,17PXXmDZ8EYKP5DJ,1hmDDQnZd3fwKFds,2.46543976,2019-04-23T07:05:00Z
1560,1CJCQ76bYE1bU6XP,3bBqbQivvMVbDbZj,4.8877058,2019-04-23T12:20:00Z
1561,1YTKJrW55hcdQmNJ,1LWBZk28j3vPRqMk,5.21033845,2019-04-23T12:34:00Z
1562,1zBxZBxG5FA8wyHv,1CWzKN6dnGwkNwwL,1.01690361,2019-04-23T16:15:00Z
1563,11Xc93NZ4ssVE5XJ,1UCSnMk7TCn7w32v,7.98253138,2019-04-23T22:01:00Z
1564,1gJ4ncA1edARWrbB,1PeQ5DWwDRyaFsUH,5.2715115,2019-04-23T16:49:00Z
1565,18rd9ES2jc2qTb7b,1wA9JQv5bBoHTNkX,9.55189072,2019-04-23T20:43:00Z
1566,1uCqxAp713f1gSic,3M239b5DEVh1NKFV,1.21770226,2019-04-23T23:39:00Z
1567,1Lm7CruzxRwQnb15,1L5CGrSA9Jc9jfD4,13.24889344,2019-04-23T21:51:00Z
1568,1UCSnMk7TCn7w32v,1YB137ChL817hoh2,3.27217033,2019-04-23T03:36:00Z
1569,1WDuTzvPch7rmU1X,1YFVeahnYSW64Tmn,6.99183012,2019-04-23T17:14:00Z
1570,12bchPVYsFo4gYGV,1r7RxwaKdSRLiBNu,11.21499744,2019-04-23T08:14:00Z
1571,1NZ3GAtqtJP25yF4,1kBAW4GbqXKcv5xo,13.35811406,2019-04-23T03:01:00Z
1572,1D491Zgk2Y8bMKwZ,3TwobS8w1RnXNQzC,3.25734406,2019-04-23T17:31:00Z
1573,1VYtDDv1ahbdRdfF,17PXXmDZ8EYKP5DJ,12.3880911,2019-04-23T17:59:00Z
1574,1Qztqa7TeMpLNfG2,1VE4TNuRzEnLZSHa,4.62021294,2019-04-23T15:10:00Z
